Name,Collection Month,Year,Tax Type,Amount,FIPS State,Numeric Month
Maryland,June,2021,Alcoholic Beverage,2929300,24,06
Maryland,June,2021,Corporate Income,281428006,24,06
Maryland,June,2021,General Sales,132389418,24,06
Maryland,June,2021,Individual Income,923496152,24,06
Maryland,June,2021,Lodging,,24,06
Maryland,June,2021,Motor Fuel,98912538,24,06
Maryland,June,2021,Tobacco,59936979,24,06
Maryland,March,2020,Alcoholic Beverage,2315826,24,03
Maryland,March,2020,Corporate Income,61883639,24,03
Maryland,March,2020,General Sales,317072652,24,03
Maryland,March,2020,Individual Income,846996010,24,03
Maryland,March,2020,Lodging,,24,03
Maryland,March,2020,Motor Fuel,76999235,24,03
Maryland,March,2020,Tobacco,26868751,24,03
Maryland,March,2021,Alcoholic Beverage,1906703,24,03
Maryland,March,2021,Corporate Income,76188249,24,03
Maryland,March,2021,General Sales,259960787,24,03
Maryland,March,2021,Individual Income,799613634,24,03
Maryland,March,2021,Lodging,,24,03
Maryland,March,2021,Motor Fuel,58776417,24,03
Maryland,March,2021,Tobacco,28132745,24,03
Maryland,May,2019,Alcoholic Beverage,2580797,24,05
Maryland,May,2019,Corporate Income,58530020,24,05
Maryland,May,2019,General Sales,407228087,24,05
Maryland,May,2019,Individual Income,748615350,24,05
Maryland,May,2019,Lodging,,24,05
Maryland,May,2019,Motor Fuel,95527032,24,05
Maryland,May,2019,Tobacco,29950622,24,05
Maryland,May,2020,Alcoholic Beverage,630400,24,05
Maryland,May,2020,Corporate Income,8531501,24,05
Maryland,May,2020,General Sales,243919613,24,05
Maryland,May,2020,Individual Income,617745768,24,05
Maryland,May,2020,Lodging,,24,05
Maryland,May,2020,Motor Fuel,62387555,24,05
Maryland,May,2020,Tobacco,26869825,24,05
Maryland,May,2021,Alcoholic Beverage,2949542,24,05
Maryland,May,2021,Corporate Income,70379511,24,05
Maryland,May,2021,General Sales,190011944,24,05
Maryland,May,2021,Individual Income,907220096,24,05
Maryland,May,2021,Lodging,,24,05
Maryland,May,2021,Motor Fuel,85569898,24,05
Maryland,May,2021,Tobacco,46077183,24,05
Maryland,November,2019,Alcoholic Beverage,2878358,24,11
Maryland,November,2019,Corporate Income,1514773,24,11
Maryland,November,2019,General Sales,421300971,24,11
Maryland,November,2019,Individual Income,560399254,24,11
Maryland,November,2019,Lodging,,24,11
Maryland,November,2019,Motor Fuel,101590178,24,11
Maryland,November,2019,Tobacco,36541487,24,11
Maryland,November,2020,Alcoholic Beverage,3074284,24,11
Maryland,November,2020,Corporate Income,-13431446,24,11
Maryland,November,2020,General Sales,366335900,24,11
Maryland,November,2020,Individual Income,690052732,24,11
Maryland,November,2020,Lodging,,24,11
Maryland,November,2020,Motor Fuel,85617745,24,11
Maryland,November,2020,Tobacco,23524715,24,11
Maryland,November,2021,Alcoholic Beverage,2236364,24,11
Maryland,November,2021,Corporate Income,59836924,24,11
Maryland,November,2021,General Sales,536321397,24,11
Maryland,November,2021,Individual Income,726129552,24,11
Maryland,November,2021,Lodging,,24,11
Maryland,November,2021,Motor Fuel,88530474,24,11
Maryland,November,2021,Tobacco,42543568,24,11
Maryland,October,2019,Alcoholic Beverage,2607545,24,10
Maryland,October,2019,Corporate Income,5521680,24,10
Maryland,October,2019,General Sales,418111058,24,10
Maryland,October,2019,Individual Income,811151413,24,10
Maryland,October,2019,Lodging,,24,10
Maryland,October,2019,Motor Fuel,96559933,24,10
Maryland,October,2019,Tobacco,24622913,24,10
Maryland,October,2020,Alcoholic Beverage,3090321,24,10
Maryland,October,2020,Corporate Income,18805203,24,10
Maryland,October,2020,General Sales,424317599,24,10
Maryland,October,2020,Individual Income,848360437,24,10
Maryland,October,2020,Lodging,,24,10
Maryland,October,2020,Motor Fuel,78355727,24,10
Maryland,October,2020,Tobacco,35701306,24,10
Maryland,October,2021,Alcoholic Beverage,3268690,24,10
Maryland,October,2021,Corporate Income,55720047,24,10
Maryland,October,2021,General Sales,535315715,24,10
Maryland,October,2021,Individual Income,936975013,24,10
Maryland,October,2021,Lodging,,24,10
Maryland,October,2021,Motor Fuel,98132005,24,10
Maryland,October,2021,Tobacco,47588714,24,10
Maryland,September,2019,Alcoholic Beverage,2927784,24,09
Maryland,September,2019,Corporate Income,208485567,24,09
Maryland,September,2019,General Sales,416290515,24,09
Maryland,September,2019,Individual Income,924907685,24,09
Maryland,September,2019,Lodging,,24,09
Maryland,September,2019,Motor Fuel,103208791,24,09
Maryland,September,2019,Tobacco,30204521,24,09
Maryland,September,2020,Alcoholic Beverage,2992105,24,09
Maryland,September,2020,Corporate Income,223933934,24,09
Maryland,September,2020,General Sales,423501154,24,09
Maryland,September,2020,Individual Income,973065855,24,09
Maryland,September,2020,Lodging,,24,09
Maryland,September,2020,Motor Fuel,89107662,24,09
Maryland,September,2020,Tobacco,28572311,24,09
Maryland,September,2021,Alcoholic Beverage,2728245,24,09
Maryland,September,2021,Corporate Income,319183399,24,09
Maryland,September,2021,General Sales,510431898,24,09
Maryland,September,2021,Individual Income,1144539090,24,09
Maryland,September,2021,Lodging,,24,09
Maryland,September,2021,Motor Fuel,101345655,24,09
Maryland,September,2021,Tobacco,41170321,24,09
Massachusetts,April,2019,Alcoholic Beverage,7511410,25,04
Massachusetts,April,2019,Corporate Income,346802805,25,04
Massachusetts,April,2019,General Sales,572774403,25,04
Massachusetts,April,2019,Individual Income,3218203062,25,04
Massachusetts,April,2019,Lodging,18458956,25,04
Massachusetts,April,2019,Motor Fuel,63756591,25,04
Massachusetts,April,2019,Tobacco,45207530,25,04
Massachusetts,April,2020,Alcoholic Beverage,7241484,25,04
Massachusetts,April,2020,Corporate Income,214815203,25,04
Massachusetts,April,2020,General Sales,467589149,25,04
Massachusetts,April,2020,Individual Income,1127571451,25,04
Massachusetts,April,2020,Lodging,7262199,25,04
Massachusetts,April,2020,Motor Fuel,50822686,25,04
Massachusetts,April,2020,Tobacco,43073259,25,04
Massachusetts,April,2021,Alcoholic Beverage,9065151,25,04
Massachusetts,April,2021,Corporate Income,521876666,25,04
Massachusetts,April,2021,General Sales,929542616,25,04
Massachusetts,April,2021,Individual Income,2193166752,25,04
Massachusetts,April,2021,Lodging,16780815,25,04
Massachusetts,April,2021,Motor Fuel,56628210,25,04
Massachusetts,April,2021,Tobacco,36361978,25,04
Massachusetts,August,2019,Alcoholic Beverage,6205134,25,08
Massachusetts,August,2019,Corporate Income,46525369,25,08
Massachusetts,August,2019,General Sales,605000000,25,08
Massachusetts,August,2019,Individual Income,1090341795,25,08
Massachusetts,August,2019,Lodging,42484385,25,08
Massachusetts,August,2019,Motor Fuel,67714235,25,08
Massachusetts,August,2019,Tobacco,49013944,25,08
Massachusetts,August,2020,Alcoholic Beverage,7609479,25,08
Massachusetts,August,2020,Corporate Income,30056868,25,08
Massachusetts,August,2020,General Sales,608000000,25,08
Massachusetts,August,2020,Individual Income,1143712243,25,08
Massachusetts,August,2020,Lodging,9811425,25,08
Massachusetts,August,2020,Motor Fuel,56448688,25,08
Massachusetts,August,2020,Tobacco,33110965,25,08
Massachusetts,August,2021,Alcoholic Beverage,7596305,25,08
Massachusetts,August,2021,Corporate Income,79383998,25,08
Massachusetts,August,2021,General Sales,708112801,25,08
Massachusetts,August,2021,Individual Income,1431878278,25,08
Massachusetts,August,2021,Lodging,45472731,25,08
Massachusetts,August,2021,Motor Fuel,62014105,25,08
Massachusetts,August,2021,Tobacco,35280212,25,08
Massachusetts,December,2019,Alcoholic Beverage,6914045,25,12
Massachusetts,December,2019,Corporate Income,341920298,25,12
Massachusetts,December,2019,General Sales,591050791,25,12
Massachusetts,December,2019,Individual Income,1433035190,25,12
Massachusetts,December,2019,Lodging,21374340,25,12
Massachusetts,December,2019,Motor Fuel,63453866,25,12
Massachusetts,December,2019,Tobacco,47230084,25,12
Massachusetts,December,2020,Alcoholic Beverage,6927381,25,12
Massachusetts,December,2020,Corporate Income,559620414,25,12
Massachusetts,December,2020,General Sales,574385488,25,12
Massachusetts,December,2020,Individual Income,1478630297,25,12
Massachusetts,December,2020,Lodging,5167105,25,12
Massachusetts,December,2020,Motor Fuel,52841872,25,12
Massachusetts,December,2020,Tobacco,38488810,25,12
Massachusetts,December,2021,Alcoholic Beverage,8000753,25,12
Massachusetts,December,2021,Corporate Income,599342268,25,12
Massachusetts,December,2021,General Sales,764964913,25,12
Massachusetts,December,2021,Individual Income,2586530264,25,12
Massachusetts,December,2021,Lodging,13676068,25,12
Massachusetts,December,2021,Motor Fuel,59991192,25,12
Massachusetts,December,2021,Tobacco,35479708,25,12
Massachusetts,February,2020,Alcoholic Beverage,4970843,25,02
Massachusetts,February,2020,Corporate Income,17404606,25,02
Massachusetts,February,2020,General Sales,542383612,25,02
Massachusetts,February,2020,Individual Income,722156255,25,02
Massachusetts,February,2020,Lodging,13675245,25,02
Massachusetts,February,2020,Motor Fuel,61406648,25,02
Massachusetts,February,2020,Tobacco,34172214,25,02
Massachusetts,February,2021,Alcoholic Beverage,4461637,25,02
Massachusetts,February,2021,Corporate Income,53114956,25,02
Massachusetts,February,2021,General Sales,561333150,25,02
Massachusetts,February,2021,Individual Income,1068989953,25,02
Massachusetts,February,2021,Lodging,4910651,25,02
Massachusetts,February,2021,Motor Fuel,50975192,25,02
Massachusetts,February,2021,Tobacco,20096601,25,02
Massachusetts,January,2020,Alcoholic Beverage,10013251,25,01
Massachusetts,January,2020,Corporate Income,22573578,25,01
Massachusetts,January,2020,General Sales,674289059,25,01
Massachusetts,January,2020,Individual Income,2001457636,25,01
Massachusetts,January,2020,Lodging,16151599,25,01
Massachusetts,January,2020,Motor Fuel,63848833,25,01
Massachusetts,January,2020,Tobacco,43940379,25,01
Massachusetts,January,2021,Alcoholic Beverage,9937457,25,01
Massachusetts,January,2021,Corporate Income,60751178,25,01
Massachusetts,January,2021,General Sales,689199165,25,01
Massachusetts,January,2021,Individual Income,2314926483,25,01
Massachusetts,January,2021,Lodging,5081976,25,01
Massachusetts,January,2021,Motor Fuel,54411062,25,01
Massachusetts,January,2021,Tobacco,35319373,25,01
Massachusetts,July,2019,Alcoholic Beverage,9701356,25,07
Massachusetts,July,2019,Corporate Income,106684010,25,07
Massachusetts,July,2019,General Sales,603000000,25,07
Massachusetts,July,2019,Individual Income,1112413391,25,07
Massachusetts,July,2019,Lodging,30347899,25,07
Massachusetts,July,2019,Motor Fuel,65207934,25,07
Massachusetts,July,2019,Tobacco,52173703,25,07
Massachusetts,July,2020,Alcoholic Beverage,9911435,25,07
Massachusetts,July,2020,Corporate Income,205371031,25,07
Massachusetts,July,2020,General Sales,614000000,25,07
Massachusetts,July,2020,Individual Income,1138879020,25,07
Massachusetts,July,2020,Lodging,8649458,25,07
Massachusetts,July,2020,Motor Fuel,53628494,25,07
Massachusetts,July,2020,Tobacco,39135494,25,07
Massachusetts,July,2021,Alcoholic Beverage,11316184,25,07
Massachusetts,July,2021,Corporate Income,161818955,25,07
Massachusetts,July,2021,General Sales,727083629,25,07
Massachusetts,July,2021,Individual Income,1166253355,25,07
Massachusetts,July,2021,Lodging,34134907,25,07
Massachusetts,July,2021,Motor Fuel,62779970,25,07
Massachusetts,July,2021,Tobacco,39900416,25,07
Massachusetts,June,2019,Alcoholic Beverage,8227990,25,06
Massachusetts,June,2019,Corporate Income,511918731,25,06
Massachusetts,June,2019,General Sales,620207786,25,06
Massachusetts,June,2019,Individual Income,1718438531,25,06
Massachusetts,June,2019,Lodging,28572139,25,06
Massachusetts,June,2019,Motor Fuel,67238690,25,06
Massachusetts,June,2019,Tobacco,44895891,25,06
Massachusetts,June,2020,Alcoholic Beverage,7632520,25,06
Massachusetts,June,2020,Corporate Income,350251537,25,06
Massachusetts,June,2020,General Sales,584240569,25,06
Massachusetts,June,2020,Individual Income,3637607491,25,06
Massachusetts,June,2020,Lodging,4680963,25,06
Massachusetts,June,2020,Motor Fuel,44992595,25,06
Massachusetts,June,2020,Tobacco,34454425,25,06
Massachusetts,June,2021,Alcoholic Beverage,7903846,25,06
Massachusetts,June,2021,Corporate Income,682662183,25,06
Massachusetts,June,2021,General Sales,778829073,25,06
Massachusetts,June,2021,Individual Income,1856776915,25,06
Massachusetts,June,2021,Lodging,11081027,25,06
Massachusetts,June,2021,Motor Fuel,61180336,25,06
Massachusetts,June,2021,Tobacco,36728709,25,06
Massachusetts,March,2020,Alcoholic Beverage,5556816,25,03
Massachusetts,March,2020,Corporate Income,714075891,25,03
Massachusetts,March,2020,General Sales,521271689,25,03
Massachusetts,March,2020,Individual Income,1090432249,25,03
Massachusetts,March,2020,Lodging,12550696,25,03
Massachusetts,March,2020,Motor Fuel,56306014,25,03
Massachusetts,March,2020,Tobacco,48345601,25,03
Massachusetts,March,2021,Alcoholic Beverage,6233182,25,03
Massachusetts,March,2021,Corporate Income,840535725,25,03
Massachusetts,March,2021,General Sales,553084824,25,03
Massachusetts,March,2021,Individual Income,1268475474,25,03
Massachusetts,March,2021,Lodging,6327360,25,03
Massachusetts,March,2021,Motor Fuel,48467498,25,03
Massachusetts,March,2021,Tobacco,31248822,25,03
Massachusetts,May,2019,Alcoholic Beverage,6553059,25,05
Massachusetts,May,2019,Corporate Income,75653020,25,05
Massachusetts,May,2019,General Sales,585401700,25,05
Massachusetts,May,2019,Individual Income,1136333962,25,05
Massachusetts,May,2019,Lodging,23316490,25,05
Massachusetts,May,2019,Motor Fuel,62049984,25,05
Massachusetts,May,2019,Tobacco,48041829,25,05
Massachusetts,May,2020,Alcoholic Beverage,7086996,25,05
Massachusetts,May,2020,Corporate Income,48376808,25,05
Massachusetts,May,2020,General Sales,438780460,25,05
Massachusetts,May,2020,Individual Income,1124259480,25,05
Massachusetts,May,2020,Lodging,1784117,25,05
Massachusetts,May,2020,Motor Fuel,34702719,25,05
Massachusetts,May,2020,Tobacco,34907316,25,05
Massachusetts,May,2021,Alcoholic Beverage,7343594,25,05
Massachusetts,May,2021,Corporate Income,66893257,25,05
Massachusetts,May,2021,General Sales,687522078,25,05
Massachusetts,May,2021,Individual Income,3031793382,25,05
Massachusetts,May,2021,Lodging,10952960,25,05
Massachusetts,May,2021,Motor Fuel,55542024,25,05
Massachusetts,May,2021,Tobacco,28920665,25,05
Massachusetts,November,2019,Alcoholic Beverage,8526748,25,11
Massachusetts,November,2019,Corporate Income,39275495,25,11
Massachusetts,November,2019,General Sales,595724274,25,11
Massachusetts,November,2019,Individual Income,1198620040,25,11
Massachusetts,November,2019,Lodging,32837269,25,11
Massachusetts,November,2019,Motor Fuel,67309882,25,11
Massachusetts,November,2019,Tobacco,41644863,25,11
Massachusetts,November,2020,Alcoholic Beverage,7741838,25,11
Massachusetts,November,2020,Corporate Income,51262975,25,11
Massachusetts,November,2020,General Sales,584832549,25,11
Massachusetts,November,2020,Individual Income,1274827829,25,11
Massachusetts,November,2020,Lodging,8905669,25,11
Massachusetts,November,2020,Motor Fuel,58045720,25,11
Massachusetts,November,2020,Tobacco,34405815,25,11
Massachusetts,November,2021,Alcoholic Beverage,8222383,25,11
Massachusetts,November,2021,Corporate Income,42450250,25,11
Massachusetts,November,2021,General Sales,767495089,25,11
Massachusetts,November,2021,Individual Income,1356936146,25,11
Massachusetts,November,2021,Lodging,23227653,25,11
Massachusetts,November,2021,Motor Fuel,62740104,25,11
Massachusetts,November,2021,Tobacco,33319222,25,11
Massachusetts,October,2019,Alcoholic Beverage,6751250,25,10
Massachusetts,October,2019,Corporate Income,75073706,25,10
Massachusetts,October,2019,General Sales,604111019,25,10
Massachusetts,October,2019,Individual Income,1110516873,25,10
Massachusetts,October,2019,Lodging,33677278,25,10
Massachusetts,October,2019,Motor Fuel,63352754,25,10
Massachusetts,October,2019,Tobacco,53613294,25,10
Massachusetts,October,2020,Alcoholic Beverage,8981507,25,10
Massachusetts,October,2020,Corporate Income,75483897,25,10
Massachusetts,October,2020,General Sales,610321687,25,10
Massachusetts,October,2020,Individual Income,1175647356,25,10
Massachusetts,October,2020,Lodging,12705679,25,10
Massachusetts,October,2020,Motor Fuel,56123058,25,10
Massachusetts,October,2020,Tobacco,36902483,25,10
Massachusetts,October,2021,Alcoholic Beverage,8731863,25,10
Massachusetts,October,2021,Corporate Income,98935564,25,10
Massachusetts,October,2021,General Sales,682845607,25,10
Massachusetts,October,2021,Individual Income,1331209060,25,10
Massachusetts,October,2021,Lodging,28307104,25,10
Massachusetts,October,2021,Motor Fuel,62951619,25,10
Massachusetts,October,2021,Tobacco,39840273,25,10
Massachusetts,September,2019,Alcoholic Beverage,7415287,25,09
Massachusetts,September,2019,Corporate Income,500825860,25,09
Massachusetts,September,2019,General Sales,589477476,25,09
Massachusetts,September,2019,Individual Income,1740556848,25,09
Massachusetts,September,2019,Lodging,35442296,25,09
Massachusetts,September,2019,Motor Fuel,68758878,25,09
Massachusetts,September,2019,Tobacco,41397375,25,09
Massachusetts,September,2020,Alcoholic Beverage,6728503,25,09
Massachusetts,September,2020,Corporate Income,523893125,25,09
Massachusetts,September,2020,General Sales,598859635,25,09
Massachusetts,September,2020,Individual Income,1716296968,25,09
Massachusetts,September,2020,Lodging,23845726,25,09
Massachusetts,September,2020,Motor Fuel,58640109,25,09
Massachusetts,September,2020,Tobacco,35483808,25,09
Massachusetts,September,2021,Alcoholic Beverage,7505375,25,09
Massachusetts,September,2021,Corporate Income,883668674,25,09
Massachusetts,September,2021,General Sales,690440649,25,09
Massachusetts,September,2021,Individual Income,2043552024,25,09
Massachusetts,September,2021,Lodging,28607891,25,09
Massachusetts,September,2021,Motor Fuel,61771679,25,09
Massachusetts,September,2021,Tobacco,34566475,25,09
Michigan,April,2019,Alcoholic Beverage,,26,04
Michigan,April,2019,Corporate Income,153900000,26,04
Michigan,April,2019,General Sales,833200000,26,04
Michigan,April,2019,Individual Income,1409000000,26,04
Michigan,April,2019,Lodging,,26,04
Michigan,April,2019,Motor Fuel,120853742,26,04
Michigan,April,2019,Tobacco,64872000,26,04
Michigan,April,2020,Alcoholic Beverage,,26,04
Michigan,April,2020,Corporate Income,35000000,26,04
Michigan,April,2020,General Sales,558700000,26,04
Michigan,April,2020,Individual Income,661400000,26,04
Michigan,April,2020,Lodging,,26,04
Michigan,April,2020,Motor Fuel,103677245,26,04
Michigan,April,2020,Tobacco,75900000,26,04
Michigan,April,2021,Alcoholic Beverage,,26,04
Michigan,April,2021,Corporate Income,291200000,26,04
Michigan,April,2021,General Sales,829400000,26,04
Michigan,April,2021,Individual Income,1123900000,26,04
Michigan,April,2021,Lodging,,26,04
Michigan,April,2021,Motor Fuel,130834656,26,04
Michigan,April,2021,Tobacco,73300000,26,04
Michigan,August,2019,Alcoholic Beverage,,26,08
Michigan,August,2019,Corporate Income,58200000,26,08
Michigan,August,2019,General Sales,911127500,26,08
Michigan,August,2019,Individual Income,754700000,26,08
Michigan,August,2019,Lodging,,26,08
Michigan,August,2019,Motor Fuel,126804536,26,08
Michigan,August,2019,Tobacco,81400000,26,08
Michigan,August,2020,Alcoholic Beverage,,26,08
Michigan,August,2020,Corporate Income,48300000,26,08
Michigan,August,2020,General Sales,998500000,26,08
Michigan,August,2020,Individual Income,842200000,26,08
Michigan,August,2020,Lodging,,26,08
Michigan,August,2020,Motor Fuel,141308290,26,08
Michigan,August,2020,Tobacco,88600000,26,08
Michigan,August,2021,Alcoholic Beverage,,26,08
Michigan,August,2021,Corporate Income,44100000,26,08
Michigan,August,2021,General Sales,1095300000,26,08
Michigan,August,2021,Individual Income,938300000,26,08
Michigan,August,2021,Lodging,,26,08
Michigan,August,2021,Motor Fuel,128280749,26,08
Michigan,August,2021,Tobacco,90100000,26,08
Michigan,December,2019,Alcoholic Beverage,,26,12
Michigan,December,2019,Corporate Income,203600000,26,12
Michigan,December,2019,General Sales,871101771,26,12
Michigan,December,2019,Individual Income,1034100000,26,12
Michigan,December,2019,Lodging,,26,12
Michigan,December,2019,Motor Fuel,140132062,26,12
Michigan,December,2019,Tobacco,68780487,26,12
Michigan,December,2020,Alcoholic Beverage,,26,12
Michigan,December,2020,Corporate Income,215700000,26,12
Michigan,December,2020,General Sales,895100000,26,12
Michigan,December,2020,Individual Income,1025000000,26,12
Michigan,December,2020,Lodging,,26,12
Michigan,December,2020,Motor Fuel,102739029,26,12
Michigan,December,2020,Tobacco,70500000,26,12
Michigan,December,2021,Alcoholic Beverage,,26,12
Michigan,December,2021,Corporate Income,179400000,26,12
Michigan,December,2021,General Sales,1097100000,26,12
Michigan,December,2021,Individual Income,1543400000,26,12
Michigan,December,2021,Lodging,,26,12
Michigan,December,2021,Motor Fuel,118376376,26,12
Michigan,December,2021,Tobacco,70200000,26,12
Michigan,February,2020,Alcoholic Beverage,,26,02
Michigan,February,2020,Corporate Income,103900000,26,02
Michigan,February,2020,General Sales,808400000,26,02
Michigan,February,2020,Individual Income,426900000,26,02
Michigan,February,2020,Lodging,,26,02
Michigan,February,2020,Motor Fuel,113814395,26,02
Michigan,February,2020,Tobacco,58700000,26,02
Michigan,February,2021,Alcoholic Beverage,,26,02
Michigan,February,2021,Corporate Income,22400000,26,02
Michigan,February,2021,General Sales,883200000,26,02
Michigan,February,2021,Individual Income,563700000,26,02
Michigan,February,2021,Lodging,,26,02
Michigan,February,2021,Motor Fuel,98536525,26,02
Michigan,February,2021,Tobacco,64900000,26,02
Michigan,January,2020,Alcoholic Beverage,,26,01
Michigan,January,2020,Corporate Income,82000000,26,01
Michigan,January,2020,General Sales,962700000,26,01
Michigan,January,2020,Individual Income,1289300000,26,01
Michigan,January,2020,Lodging,,26,01
Michigan,January,2020,Motor Fuel,117602871,26,01
Michigan,January,2020,Tobacco,68600000,26,01
Michigan,January,2021,Alcoholic Beverage,,26,01
Michigan,January,2021,Corporate Income,109400000,26,01
Michigan,January,2021,General Sales,1017700000,26,01
Michigan,January,2021,Individual Income,1447500000,26,01
Michigan,January,2021,Lodging,,26,01
Michigan,January,2021,Motor Fuel,105318956,26,01
Michigan,January,2021,Tobacco,74900000,26,01
Michigan,July,2019,Alcoholic Beverage,,26,07
Michigan,July,2019,Corporate Income,110100000,26,07
Michigan,July,2019,General Sales,872249200,26,07
Michigan,July,2019,Individual Income,857800000,26,07
Michigan,July,2019,Lodging,,26,07
Michigan,July,2019,Motor Fuel,128877968,26,07
Michigan,July,2019,Tobacco,72670000,26,07
Michigan,July,2020,Alcoholic Beverage,,26,07
Michigan,July,2020,Corporate Income,266600000,26,07
Michigan,July,2020,General Sales,1022000000,26,07
Michigan,July,2020,Individual Income,1758300000,26,07
Michigan,July,2020,Lodging,,26,07
Michigan,July,2020,Motor Fuel,109272211,26,07
Michigan,July,2020,Tobacco,86000000,26,07
Michigan,July,2021,Alcoholic Beverage,,26,07
Michigan,July,2021,Corporate Income,130900000,26,07
Michigan,July,2021,General Sales,1135800000,26,07
Michigan,July,2021,Individual Income,872800000,26,07
Michigan,July,2021,Lodging,,26,07
Michigan,July,2021,Motor Fuel,124435879,26,07
Michigan,July,2021,Tobacco,69900000,26,07
Michigan,June,2019,Alcoholic Beverage,,26,06
Michigan,June,2019,Corporate Income,150000000,26,06
Michigan,June,2019,General Sales,869000000,26,06
Michigan,June,2019,Individual Income,1023800000,26,06
Michigan,June,2019,Lodging,,26,06
Michigan,June,2019,Motor Fuel,126825609,26,06
Michigan,June,2019,Tobacco,80442600,26,06
Michigan,June,2020,Alcoholic Beverage,,26,06
Michigan,June,2020,Corporate Income,51600000,26,06
Michigan,June,2020,General Sales,889500000,26,06
Michigan,June,2020,Individual Income,949200000,26,06
Michigan,June,2020,Lodging,,26,06
Michigan,June,2020,Motor Fuel,77894437,26,06
Michigan,June,2020,Tobacco,74900000,26,06
Michigan,June,2021,Alcoholic Beverage,,26,06
Michigan,June,2021,Corporate Income,247900000,26,06
Michigan,June,2021,General Sales,1109700000,26,06
Michigan,June,2021,Individual Income,1143000000,26,06
Michigan,June,2021,Lodging,,26,06
Michigan,June,2021,Motor Fuel,118019995,26,06
Michigan,June,2021,Tobacco,83000000,26,06
Michigan,March,2020,Alcoholic Beverage,,26,03
Michigan,March,2020,Corporate Income,43100000,26,03
Michigan,March,2020,General Sales,641300000,26,03
Michigan,March,2020,Individual Income,423900000,26,03
Michigan,March,2020,Lodging,,26,03
Michigan,March,2020,Motor Fuel,99709371,26,03
Michigan,March,2020,Tobacco,60000000,26,03
Michigan,March,2021,Alcoholic Beverage,,26,03
Michigan,March,2021,Corporate Income,63900000,26,03
Michigan,March,2021,General Sales,648400000,26,03
Michigan,March,2021,Individual Income,438600000,26,03
Michigan,March,2021,Lodging,,26,03
Michigan,March,2021,Motor Fuel,92732391,26,03
Michigan,March,2021,Tobacco,62900000,26,03
Michigan,May,2019,Alcoholic Beverage,,26,05
Michigan,May,2019,Corporate Income,78500000,26,05
Michigan,May,2019,General Sales,791101800,26,05
Michigan,May,2019,Individual Income,743500000,26,05
Michigan,May,2019,Lodging,,26,05
Michigan,May,2019,Motor Fuel,114353386,26,05
Michigan,May,2019,Tobacco,71752000,26,05
Michigan,May,2020,Alcoholic Beverage,,26,05
Michigan,May,2020,Corporate Income,26200000,26,05
Michigan,May,2020,General Sales,630200000,26,05
Michigan,May,2020,Individual Income,715500000,26,05
Michigan,May,2020,Lodging,,26,05
Michigan,May,2020,Motor Fuel,64772662,26,05
Michigan,May,2020,Tobacco,72900000,26,05
Michigan,May,2021,Alcoholic Beverage,,26,05
Michigan,May,2021,Corporate Income,82700000,26,05
Michigan,May,2021,General Sales,1044700000,26,05
Michigan,May,2021,Individual Income,1489900000,26,05
Michigan,May,2021,Lodging,,26,05
Michigan,May,2021,Motor Fuel,110252082,26,05
Michigan,May,2021,Tobacco,69300000,26,05
Michigan,November,2019,Alcoholic Beverage,,26,11
Michigan,November,2019,Corporate Income,45500000,26,11
Michigan,November,2019,General Sales,807900000,26,11
Michigan,November,2019,Individual Income,784200000,26,11
Michigan,November,2019,Lodging,,26,11
Michigan,November,2019,Motor Fuel,103649130,26,11
Michigan,November,2019,Tobacco,76400000,26,11
Michigan,November,2020,Alcoholic Beverage,,26,11
Michigan,November,2020,Corporate Income,104800000,26,11
Michigan,November,2020,General Sales,882000000,26,11
Michigan,November,2020,Individual Income,881900000,26,11
Michigan,November,2020,Lodging,,26,11
Michigan,November,2020,Motor Fuel,104901949,26,11
Michigan,November,2020,Tobacco,77200000,26,11
Michigan,November,2021,Alcoholic Beverage,,26,11
Michigan,November,2021,Corporate Income,36000000,26,11
Michigan,November,2021,General Sales,1000200000,26,11
Michigan,November,2021,Individual Income,954300000,26,11
Michigan,November,2021,Lodging,,26,11
Michigan,November,2021,Motor Fuel,120506559,26,11
Michigan,November,2021,Tobacco,67800000,26,11
Michigan,October,2019,Alcoholic Beverage,,26,10
Michigan,October,2019,Corporate Income,97900000,26,10
Michigan,October,2019,General Sales,953800000,26,10
Michigan,October,2019,Individual Income,871600000,26,10
Michigan,October,2019,Lodging,,26,10
Michigan,October,2019,Motor Fuel,123248016,26,10
Michigan,October,2019,Tobacco,73400000,26,10
Michigan,October,2020,Alcoholic Beverage,,26,10
Michigan,October,2020,Corporate Income,86800000,26,10
Michigan,October,2020,General Sales,1011700000,26,10
Michigan,October,2020,Individual Income,898900000,26,10
Michigan,October,2020,Lodging,,26,10
Michigan,October,2020,Motor Fuel,115942947,26,10
Michigan,October,2020,Tobacco,79400000,26,10
Michigan,October,2021,Alcoholic Beverage,,26,10
Michigan,October,2021,Corporate Income,87000000,26,10
Michigan,October,2021,General Sales,1071700000,26,10
Michigan,October,2021,Individual Income,993800000,26,10
Michigan,October,2021,Lodging,,26,10
Michigan,October,2021,Motor Fuel,103719743,26,10
Michigan,October,2021,Tobacco,74600000,26,10
Michigan,September,2019,Alcoholic Beverage,,26,09
Michigan,September,2019,Corporate Income,142600000,26,09
Michigan,September,2019,General Sales,887488200,26,09
Michigan,September,2019,Individual Income,1147700000,26,09
